Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Actual_Units,EU_Sales_Actual_Units,JP_Sales_Actual_Units,Other_Sales_Actual_Units,Global_Sales_Actual_Units,Critic_Score,Critic_Count,User_Score,User_Count,Average_Score,Developer,Developer_Copied,Rating
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0,0.03,0.31,"180,000","100,000",0,"30,000","310,000",65,5,3.6,7,48.1,TT Games,TT Games,E10+
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,0.14,0,0.14,0.03,0.3,"140,000",0,"140,000","30,000","300,000",83,16,8.3,64,83.0,Arc System Works,Arc System Works,T
F1 2013,X360,2013,Racing,Codemasters,0.01,0.27,0,0.02,0.3,"10,000","270,000",0,"20,000","300,000",79,29,6.6,33,72.1,Codemasters,Codemasters,E
Angry Birds Star Wars,PS3,2013,Strategy,Activision,0.1,0.14,0,0.05,0.29,"100,000","140,000",0,"50,000","290,000",49,6,3.6,23,38.7,Exient Entertainment,Exient Entertainment,E
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,0.17,0.09,0,0.03,0.29,"170,000","90,000",0,"30,000","290,000",86,5,7.7,207,77.2,Ubisoft,Ubisoft,M
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.02,0.28,"80,000",0,"190,000","20,000","280,000",73,10,8.4,108,83.1,Sega,Sega,T
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0,0.02,0.28,"160,000","100,000",0,"20,000","280,000",59,3,5.6,25,56.3,Exient Entertainment,Exient Entertainment,E
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,"110,000","110,000","10,000","50,000","280,000",58,27,6.7,100,65.1,Visceral Games,Visceral Games,M
GRID 2,X360,2013,Racing,Codemasters,0.08,0.16,0,0.03,0.27,"80,000","160,000",0,"30,000","270,000",78,51,5.8,156,62.9,Codemasters,Codemasters,E
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,0.15,0.08,0.01,0.02,0.27,"150,000","80,000","10,000","20,000","270,000",69,21,6.6,222,66.3,Square Enix,Square Enix,T
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,"160,000","90,000",0,"20,000","270,000",68,7,6.8,38,68.0,Armature Studio,Armature Studio,T
Angry Birds Star Wars,Wii,2013,Strategy,Activision,0.15,0.09,0,0.02,0.26,"150,000","90,000",0,"20,000","260,000",,,2.8,5,28.0,Exient Entertainment,Exient Entertainment,E
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,"100,000","10,000","140,000","10,000","260,000",80,41,8.2,89,81.4,Atlus,Atlus,T
Resident Evil: Revelations,X360,2013,Action,Capcom,0.12,0.1,0.02,0.02,0.26,"120,000","100,000","20,000","20,000","260,000",75,30,7.4,170,74.2,Capcom,Capcom,M
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26,"160,000","70,000",0,"20,000","260,000",54,55,6.2,195,60.2,Visceral Games,Visceral Games,M
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe,0.11,0.08,0.02,0.04,0.26,"110,000","80,000","20,000","40,000","260,000",80,75,8.5,236,83.8,SCE Japan Studio,SCE Japan Studio,E10+
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.02,0.25,"40,000","190,000",0,"20,000","250,000",76,16,3.3,546,34.2,Ghost Games,Ghost Games,E10+
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0,0.04,0.25,"80,000","130,000",0,"40,000","250,000",69,22,6.7,79,67.4,2K Marin,2K Marin,M
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,0.13,0.06,0,0.06,0.25,"130,000","60,000",0,"60,000","250,000",75,15,8.2,148,81.4,Sanzaru Games,Sanzaru Games,E10+
Skylanders SWAP Force,3DS,2013,Platform,Activision,0.1,0.12,0,0.02,0.24,"100,000","120,000",0,"20,000","240,000",68,12,6.4,13,65.9,n-Space,n-Space,E10+
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.24,"170,000","50,000",0,"20,000","240,000",73,5,6.2,40,63.2,Zoe Mode,Zoe Mode,E
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24,"150,000","50,000",0,"40,000","240,000",43,25,2.7,175,29.0,EA Sports,EA Sports,E
Pro Evolution Soccer 2014,X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24,"70,000","150,000",0,"20,000","240,000",80,23,4.3,113,49.3,Konami,Konami,E
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,0,0,"230,000",0,"230,000",64,35,7.5,25,68.6,Omega Force,Omega Force,T
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,"50,000","20,000","140,000","20,000","230,000",77,20,7.5,132,75.3,Falcom,Falcom,T
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,"120,000","30,000","50,000","30,000","230,000",64,39,7.9,215,76.7,Grasshopper Manufacture,Grasshopper Manufacture,M
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04,0.21,"100,000","80,000",0,"40,000","210,000",47,5,2,87,21.5,Exient Entertainment,Exient Entertainment,E
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive,0.1,0.1,0,0.02,0.21,"100,000","100,000",0,"20,000","210,000",68,30,6.7,118,67.2,2K Marin,2K Marin,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0,0.1,0.02,0.21,"90,000",0,"100,000","20,000","210,000",74,37,8.1,61,78.4,Nippon Ichi Software,Nippon Ichi Software,T
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0,0.04,0.21,"70,000","90,000",0,"40,000","210,000",71,20,7.6,46,74.5,Io Interactive,Io Interactive,M
Defiance,PC,2013,Shooter,Trion Worlds,0.14,0.04,0,0.02,0.21,"140,000","40,000",0,"20,000","210,000",64,40,6.5,661,64.9,Trion Worlds,Trion Worlds,M
Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.05,0.06,0.02,0.21,"70,000","50,000","60,000","20,000","210,000",61,30,5.5,102,56.4,Spark Unlimited,Spark Unlimited,T
Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.12,0,0.02,0.2,"60,000","120,000",0,"20,000","200,000",52,33,5.7,110,55.8,City Interactive,City Interactive,M
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.14,0.04,0,0.02,0.2,"140,000","40,000",0,"20,000","200,000",51,10,5.3,9,51.9,Behaviour Interactive,Behaviour Interactive,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,"70,000","20,000","100,000","20,000","200,000",53,44,7.5,80,67.2,Nippon Ichi Software,Nippon Ichi Software,T
NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0,0.02,0.2,"160,000","20,000",0,"20,000","200,000",36,14,3.1,88,31.7,EA Sports,EA Sports,E
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.02,0.12,0.01,0.2,"50,000","20,000","120,000","10,000","200,000",86,12,7.7,128,77.8,Falcom,Falcom,T
Fighter Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19,"110,000","70,000",0,"20,000","190,000",23,39,3,211,28.9,Ubisoft,Ubisoft,T
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0,0.02,0.19,"90,000","80,000",0,"20,000","190,000",82,5,7.9,112,79.1,NetherRealm Studios,NetherRealm Studios,T
Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,"60,000","110,000",0,"20,000","190,000",82,71,8.6,2654,85.9,4A Games,4A Games,M
FIFA 14,PSP,2013,Sports,Electronic Arts,0,0.15,0,0.04,0.19,0,"150,000",0,"40,000","190,000",,,3.4,23,34.0,EA Canada,EA Canada,E
Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,"70,000","70,000","30,000","10,000","190,000",80,19,7.5,146,75.6,Capcom,Capcom,M
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,"40,000","130,000",0,"10,000","190,000",82,13,7.4,754,74.1,Ubisoft Toronto,Ubisoft Toronto,M
Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19,"110,000","60,000",0,"20,000","190,000",86,45,7.4,1543,74.3,Volition Inc.,Volition Inc.,M
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.03,0.09,0.02,0.19,"50,000","30,000","90,000","20,000","190,000",65,31,7.4,50,70.6,Compile Heart,Compile Heart,T
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.04,0.01,0.12,0.01,0.18,"40,000","10,000","120,000","10,000","180,000",48,19,6.8,56,62.9,K2,K2,M
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,"100,000","60,000",0,"20,000","180,000",45,40,3.5,1156,35.3,Gearbox Software,Gearbox Software,M
Remember Me,X360,2013,Action,Capcom,0.1,0.06,0,0.02,0.18,"100,000","60,000",0,"20,000","180,000",70,42,7.5,267,74.3,DONTNOD Entertainment,DONTNOD Entertainment,M
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.08,0,0.02,0.17,"70,000","80,000",0,"20,000","170,000",69,14,7.2,45,71.3,Io Interactive,Io Interactive,M
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.1,0,0.04,0.03,0.17,"100,000",0,"40,000","30,000","170,000",62,24,7.6,118,73.6,Spike,Spike,M
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.01,0.17,"40,000","120,000",0,"10,000","170,000",78,7,8.1,124,80.8,TT Games,TT Games,E10+
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.02,0.17,"40,000","20,000","80,000","20,000","170,000",70,38,7.4,129,73.1,Experience Inc.,Experience Inc.,T
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,"110,000","40,000",0,"20,000","160,000",53,4,6.9,63,68.0,Exient Entertainment,Exient Entertainment,E
Putty Squad,PS4,2013,Platform,System 3,0.06,0.07,0,0.03,0.16,"60,000","70,000",0,"30,000","160,000",38,8,2.9,52,30.2,System 3,System 3,E10+
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,"20,000","20,000","110,000","10,000","160,000",68,4,6.8,9,68.0,Omega Force,Omega Force,T
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,0.09,0.05,0,0.01,0.15,"90,000","50,000",0,"10,000","150,000",65,21,7.5,35,71.3,Omega Force,Omega Force,T
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.01,0.06,0.02,0.15,"70,000","10,000","60,000","20,000","150,000",65,18,8.7,41,80.3,Aqua Plus,Aqua Plus,T
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,"60,000","30,000","50,000","10,000","150,000",68,25,8.1,63,77.3,Sandlot,Sandlot,M
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,0,0,"150,000",0,"150,000",74,7,8.3,6,78.2,Felistella,Felistella,T
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.02,0.14,0,"90,000","20,000","20,000","140,000",40,17,2.9,9,36.2,Giants Software,Giants Software,E
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,0.01,0.09,0,0.03,0.13,"10,000","90,000",0,"30,000","130,000",64,5,6.6,8,65.2,TT Games,TT Games,E10+
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,0.12,"90,000",0,"30,000","10,000","120,000",62,11,7.7,44,74.0,Spike,Spike,M
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,"80,000","20,000","10,000","10,000","120,000",64,38,7.2,144,70.3,Grasshopper Manufacture,Grasshopper Manufacture,M
The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.08,0,0.01,0.12,"30,000","80,000",0,"10,000","120,000",,,5.4,14,54.0,WayForward,WayForward,E
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0,0.01,0.12,"40,000","70,000",0,"10,000","120,000",75,5,7.8,148,77.9,Ubisoft Toronto,Ubisoft Toronto,M
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.01,0.12,"70,000","30,000","10,000","10,000","120,000",58,43,5.8,142,58.0,Spark Unlimited,Spark Unlimited,T
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0,0.01,0.12,"40,000","60,000",0,"10,000","120,000",77,7,7.3,31,73.7,TT Games,TT Games,E10+
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0,0.12,0,0.12,0,0,"120,000",0,"120,000",66,18,7.4,28,70.9,From Software,From Software,T
The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,0.11,"80,000","30,000",0,"10,000","110,000",,,4.6,49,46.0,Terminal Reality,Terminal Reality,M
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0,0,0.02,0.11,"100,000",0,0,"20,000","110,000",75,7,7.5,21,75.0,SCEA San Diego Studios,SCEA San Diego Studios,E
ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.01,0.11,0,"100,000",0,"10,000","110,000",74,38,7.4,866,74.0,Bohemia Interactive,Bohemia Interactive,M
Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0,0.04,0.02,0.1,"50,000",0,"40,000","20,000","100,000",59,13,6,72,59.8,Zerodiv,Zerodiv,T
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.1,0,0.01,0.1,0,"100,000",0,"10,000","100,000",74,9,4.4,239,45.1,Konami,Konami,E
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",71,17,6.3,39,65.4,5TH Cell,5TH Cell,E10+
Terraria,PSV,2013,Action,Screenlife,0,0.01,0.09,0,0.1,0,"10,000","90,000",0,"100,000",85,17,7.8,112,78.9,Engine Software,Engine Software,T
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,"90,000",0,0,"10,000","100,000",68,7,6.2,20,63.6,5TH Cell,5TH Cell,E10+
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0,0.02,0.1,"40,000","40,000",0,"20,000","100,000",83,16,9.2,87,90.6,5pb,5pb,M
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.05,0.04,0,0.01,0.1,"50,000","40,000",0,"10,000","100,000",,,6.8,17,68.0,Exient Entertainment,Exient Entertainment,E
Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.06,0.01,0,0.02,0.09,"60,000","10,000",0,"20,000","90,000",,,4.9,15,49.0,Freedom Factory Studios,Freedom Factory Studios,T
The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.06,0,0.02,0.09,"20,000","60,000",0,"20,000","90,000",,,5,7,50.0,WayForward,WayForward,E
The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.03,0,0.01,0.09,"40,000","30,000",0,"10,000","90,000",42,5,5.6,21,53.3,WayForward,WayForward,E
Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.03,0.03,0,0.02,0.08,"30,000","30,000",0,"20,000","80,000",,,2,13,20.0,Exient Entertainment,Exient Entertainment,E
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08,0,"60,000",0,"20,000","80,000",69,16,6.8,10,68.6,Novarama,Novarama,E10+
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.01,0.08,"30,000","30,000",0,"10,000","80,000",51,6,3.1,7,40.2,"Namco Bandai Games, Monkey Bar Games","Namco Bandai Games, Monkey Bar Games",E10+
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0,0.01,0.08,"20,000","50,000",0,"10,000","80,000",52,24,5.8,320,57.6,City Interactive,City Interactive,M
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,"40,000","30,000",0,"10,000","80,000",49,7,5.1,13,50.3,"Namco Bandai Games, Monkey Bar Games","Namco Bandai Games, Monkey Bar Games",E10+
X Rebirth,PC,2013,Simulation,Koch Media,0,0.08,0,0,0.08,0,"80,000",0,0,"80,000",33,24,3.3,1340,33.0,Egosoft,Egosoft,T
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,0.04,0.03,0,0.01,0.07,"40,000","30,000",0,"10,000","70,000",,,4.3,6,43.0,TOSE,TOSE,E
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,"20,000","10,000","40,000","10,000","70,000",57,26,6.4,56,61.8,Compile Heart,Compile Heart,T
The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,0,0,"60,000",0,"70,000",74,27,7.8,66,76.8,Nippon Ichi Software,Nippon Ichi Software,T
GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.06,0,"60,000",0,"10,000","60,000",80,17,5.7,571,57.7,Codemasters,Codemasters,E
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,"10,000","10,000","40,000","10,000","60,000",55,31,6.7,37,61.5,"Image Epoch, Imageepoch","Image Epoch, Imageepoch",M
DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0,0,0.01,0.06,"60,000",0,0,"10,000","60,000",76,10,7.9,100,78.7,WayForward,WayForward,E
Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,0,"50,000",0,0,"60,000",65,26,7.4,1007,73.8,DONTNOD Entertainment,DONTNOD Entertainment,M
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,"40,000","10,000",0,"10,000","60,000",19,14,1.3,433,13.2,"Eutechnyx, Deep Silver","Eutechnyx, Deep Silver",M
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,"30,000","10,000",0,0,"50,000",58,9,6.5,16,62.5,"Namco Bandai Games, Monkey Bar Games","Namco Bandai Games, Monkey Bar Games",E10+
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0,0.05,0,"50,000",0,0,"50,000",66,45,6.5,621,65.1,2K Marin,2K Marin,M
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,0,0.05,0,0,0.05,0,"50,000",0,0,"50,000",,,6.2,18,62.0,Behaviour Interactive,Behaviour Interactive,E10+
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,"40,000",0,0,"10,000","50,000",79,51,3.4,3558,34.6,Overkill Software,Overkill Software,M
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,"10,000","30,000",0,"10,000","50,000",75,31,7.4,135,74.2,WayForward,WayForward,E
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,0.05,"40,000",0,0,0,"50,000",,,6.1,13,61.0,Behaviour Interactive,Behaviour Interactive,E10+
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,0,"40,000",0,0,"40,000",43,4,8.3,4,63.0,Hellbent Games,Hellbent Games,E
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0,0.01,0.04,"20,000","10,000",0,"10,000","40,000",13,4,1,218,10.1,"Eutechnyx, Deep Silver","Eutechnyx, Deep Silver",M
Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,0.04,0,"40,000",0,0,"40,000",77,12,7,342,70.2,Capcom,Capcom,M
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,0,"40,000",0,0,"40,000",61,17,6.2,210,61.9,Spark Unlimited,Spark Unlimited,T
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.04,"20,000","10,000",0,0,"40,000",49,7,6.3,4,54.1,Rising Star Games,Rising Star Games,E
XBLAZE Code: Embryo,PS3,2013,Adventure,Arc System Works,0.02,0,0.01,0.01,0.04,"20,000",0,"10,000","10,000","40,000",,,7.1,14,71.0,Arc System Works,Arc System Works,M
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,0.03,0,0,"30,000",0,"30,000",74,13,7.7,23,75.9,Studio Saizensen,Studio Saizensen,E
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0,0,0.03,0,0.03,0,0,"30,000",0,"30,000",65,17,7.3,44,70.8,Zerodiv,Zerodiv,T
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0,0.03,0,0,"30,000",0,"30,000",80,33,7.3,27,76.9,Iron Galaxy Studios,Iron Galaxy Studios,T
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0,0,0,0.03,"30,000",0,0,0,"30,000",,,7.1,7,71.0,Farsight Studios,Farsight Studios,E10+
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0,0.01,0,0.03,"10,000",0,"10,000",0,"30,000",43,5,7.4,24,68.7,Arc System Works,Arc System Works,M
Putty Squad,PSV,2013,Platform,System 3,0.01,0.01,0,0.01,0.03,"10,000","10,000",0,"10,000","30,000",,,8.2,6,82.0,System 3,System 3,E10+
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,0.02,0,0,0.02,0,"20,000",0,0,"20,000",,,3.9,8,39.0,Monkey Bar Games,Monkey Bar Games,E
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,0.02,0,0,0,0.02,"20,000",0,0,0,"20,000",,,5.5,8,55.0,Game Machine Studios,Game Machine Studios,E
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0,0.02,0,0,0.02,0,"20,000",0,0,"20,000",58,5,5.8,30,58.0,Rebellion,Rebellion,M
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,0,0,"20,000",0,"20,000",40,4,5.8,18,54.7,Koei,Koei,M
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,0,0,"20,000",0,"20,000",69,22,7.9,25,74.3,ApolloSoft,ApolloSoft,T
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02,0,"20,000",0,0,"20,000",,,7.6,5,76.0,1st Playable Productions,1st Playable Productions,E10+
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,0,"20,000",0,0,"20,000",50,16,5,14,50.0,Magenta Software,Magenta Software,E10+
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.01,0,0,0.02,0,"10,000",0,0,"20,000",38,5,,,38.0,Monkey Bar Games,Monkey Bar Games,E
Turbo: Super Stunt Squad,3DS,2013,Sports,D3Publisher,0,0.01,0,0,0.02,0,"10,000",0,0,"20,000",,,5.2,5,52.0,Torus Games,Torus Games,E
DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02,0,"10,000",0,0,"20,000",66,6,7.6,152,75.6,WayForward,WayForward,E
Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.01,0,"10,000",0,0,"10,000",62,24,7.7,169,75.1,Compulsion Games,Compulsion Games,T
Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,0,0.01,0,0,0.01,0,"10,000",0,0,"10,000",66,7,5.7,16,59.7,SCEA,SCEA,E10+
Turbo: Super Stunt Squad,X360,2013,Sports,D3Publisher,0,0.01,0,0,0.01,0,"10,000",0,0,"10,000",,,4.5,10,45.0,Monkey Bar Games,Monkey Bar Games,E
Young Justice: Legacy,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01,0,"10,000",0,0,"10,000",,,6.2,10,62.0,Freedom Factory Studios,Freedom Factory Studios,T
Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01,0,"10,000",0,0,"10,000",,,5.1,9,51.0,High Voltage Software,High Voltage Software,E10+
Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.96,6.31,0.38,1.97,12.61,"3,960,000","6,310,000","380,000","1,970,000","12,610,000",97,66,8.3,2899,83.3,Rockstar North,Rockstar North,M
Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.81,3.48,0.14,1.23,7.66,"2,810,000","3,480,000","140,000","1,230,000","7,660,000",83,39,5.7,1443,57.7,Sledgehammer Games,Sledgehammer Games,M
Mario Kart 8,WiiU,2014,Racing,Nintendo,3.15,2.15,1.28,0.51,7.09,"3,150,000","2,150,000","1,280,000","510,000","7,090,000",88,82,9.1,1599,90.9,Nintendo,Nintendo,E
FIFA 15,PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,"800,000","4,330,000","50,000","900,000","6,080,000",82,47,5.7,988,58.1,EA Sports,EA Sports,E
Destiny,PS4,2014,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,"2,490,000","2,070,000","160,000","920,000","5,640,000",76,95,6.1,5380,61.3,"Bungie Software, Bungie","Bungie Software, Bungie",T
Grand Theft Auto V,XOne,2014,Action,Take-Two Interactive,2.81,2.19,0,0.47,5.48,"2,810,000","2,190,000",0,"470,000","5,480,000",97,14,7.9,764,79.3,Rockstar North,Rockstar North,M
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,"3,220,000","1,550,000","10,000","480,000","5,270,000",81,53,5.4,898,55.5,Sledgehammer Games,Sledgehammer Games,M
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,"1,560,000","1,930,000","190,000","680,000","4,360,000",,,4.8,207,48.0,High Moon Studios,High Moon Studios,M
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.77,1.11,0,0.4,4.29,"2,770,000","1,110,000",0,"400,000","4,290,000",,,4.9,221,49.0,High Moon Studios,High Moon Studios,M
